Price in USD,ISEVEN,ISODD
1.39,FALSE,TRUE
1.4,FALSE,TRUE
1.4,FALSE,TRUE
1.4,FALSE,TRUE
1.41,FALSE,TRUE
1.41,FALSE,TRUE
1.41,FALSE,TRUE
1.42,FALSE,TRUE
1.42,FALSE,TRUE
1.43,FALSE,TRUE
1.44,FALSE,TRUE
1.45,FALSE,TRUE
1.46,FALSE,TRUE
1.47,FALSE,TRUE
1.47,FALSE,TRUE
1.48,FALSE,TRUE
1.49,FALSE,TRUE
1.5,FALSE,TRUE
1.51,FALSE,TRUE
1.52,FALSE,TRUE
1.34,FALSE,TRUE
1.34,FALSE,TRUE
1.34,FALSE,TRUE
1.34,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.35,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.36,FALSE,TRUE
1.37,FALSE,TRUE
1.37,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.38,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.39,FALSE,TRUE
1.4,FALSE,TRUE
1.4,FALSE,TRUE
1.4,FALSE,TRUE
1.41,FALSE,TRUE
1.41,FALSE,TRUE
1.41,FALSE,TRUE
1.42,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
1.6,FALSE,TRUE
